item_id,condition,budget,correct,abstained,tool_calls,cost,latency,evidence_score,first_tool_hit,false_stop,over_search,under_search,stale_error,found_hit,cluster_key,attempt_reward,authority_ok,contradiction,support_found,failed_tool_calls,contaminated_results,followup_query_count,stage_depth_used,regime
syn-056,closed_book,0,0,1,0,0,0,0.0,0,0,0,0,0,0,generic,0.0,0,0,0,0,0,0,0,route_miss
syn-058,closed_book,0,0,1,0,0,0,0.0,0,0,0,0,0,0,evidence_sparse,0.0,0,0,0,0,0,0,0,route_miss
syn-059,closed_book,0,0,1,0,0,0,0.0,0,0,0,0,0,0,evidence_sparse,0.0,0,0,0,0,0,0,0,route_miss
syn-062,closed_book,0,0,1,0,0,0,0.0,0,0,0,0,0,0,source_authority_sensitive+answer_shape_constrained,0.0,0,0,0,0,0,0,0,route_miss
syn-063,closed_book,0,0,1,0,0,0,0.0,0,0,0,0,0,0,source_authority_sensitive+answer_shape_constrained,0.0,0,0,0,0,0,0,0,route_miss
syn-001,no_memory_search,1,0,0,1,0.002,0.0,0.7,0,0,0,0,1,0,freshness_sensitive+answer_shape_constrained+query_fragile+staleness_prone,-0.194,0,0,1,0,0,0,1,stale_evidence
syn-002,no_memory_search,1,0,0,1,0.002,0.0,0.7,0,0,0,0,1,0,freshness_sensitive+answer_shape_constrained+query_fragile+staleness_prone,-0.194,0,0,1,0,0,0,1,stale_evidence
syn-005,no_memory_search,1,0,0,1,0.002,0.0,0.7,0,0,0,0,1,0,freshness_sensitive+answer_shape_constrained+query_fragile+staleness_prone,-0.194,0,0,1,0,0,0,1,stale_evidence
syn-008,no_memory_search,1,0,0,1,0.002,0.0,0.7,0,0,0,0,1,0,freshness_sensitive+answer_shape_constrained+query_fragile+staleness_prone,-0.194,0,0,1,0,0,0,1,stale_evidence
syn-011,no_memory_search,1,0,0,1,0.002,0.0,0.7,0,0,0,0,1,0,freshness_sensitive,-0.194,0,0,1,0,0,0,1,stale_evidence
syn-014,no_memory_search,1,0,0,1,0.002,0.0,0.7,0,0,0,0,1,0,freshness_sensitive,-0.194,0,0,1,0,0,0,1,stale_evidence
syn-016,no_memory_search,1,0,0,1,0.002,0.0,0.7,0,0,0,0,1,0,freshness_sensitive,-0.194,0,0,1,0,0,0,1,stale_evidence
syn-019,no_memory_search,1,0,0,1,0.002,0.0,0.85,0,0,0,0,0,0,source_authority_sensitive,0.451,0,0,1,0,0,0,1,route_miss
syn-021,no_memory_search,1,0,0,1,0.002,0.0,0.85,0,0,0,0,0,0,source_authority_sensitive,0.451,0,0,1,0,0,0,1,route_miss
syn-022,no_memory_search,1,0,0,1,0.002,0.0,0.85,0,0,0,0,0,0,source_authority_sensitive,0.451,0,0,1,0,0,0,1,route_miss
syn-023,no_memory_search,1,0,0,1,0.002,0.0,0.85,0,0,0,0,0,0,source_authority_sensitive,0.451,0,0,1,0,0,0,1,route_miss
syn-026,no_memory_search,1,0,0,1,0.002,0.0,0.85,0,0,0,0,0,0,source_authority_sensitive,0.451,0,0,1,0,0,0,1,route_miss
syn-030,no_memory_search,1,0,0,1,0.002,0.0,0.85,0,0,0,0,0,0,source_authority_sensitive,0.451,0,0,1,0,0,0,1,route_miss
syn-034,no_memory_search,1,0,0,1,0.002,0.0,0.85,0,0,0,0,0,0,answer_shape_constrained,0.451,0,0,1,0,0,0,1,route_miss
syn-035,no_memory_search,1,0,0,1,0.002,0.0,0.85,0,0,0,0,0,0,answer_shape_constrained,0.451,0,0,1,0,0,0,1,route_miss
syn-037,no_memory_search,1,0,0,1,0.002,0.0,0.85,0,0,0,0,0,0,answer_shape_constrained,0.451,0,0,1,0,0,0,1,route_miss
syn-039,no_memory_search,1,0,0,1,0.002,0.0,0.85,0,0,0,0,0,0,answer_shape_constrained,0.451,0,0,1,0,0,0,1,route_miss
syn-040,no_memory_search,1,0,0,1,0.002,0.0,0.85,0,0,0,0,0,0,answer_shape_constrained,0.451,0,0,1,0,0,0,1,route_miss
syn-047,no_memory_search,1,0,1,1,0.002,0.0,0.15,0,0,0,0,0,0,answer_shape_constrained,0.241,0,0,0,0,0,0,1,route_miss
syn-050,no_memory_search,1,0,1,1,0.002,0.0,0.15,0,0,0,0,0,0,generic,0.241,0,0,0,0,0,0,1,route_miss
syn-051,no_memory_search,1,0,1,1,0.002,0.0,0.15,0,0,0,0,0,0,generic,0.241,0,0,0,0,0,0,1,route_miss
syn-052,no_memory_search,1,0,1,1,0.002,0.0,0.15,0,0,0,0,0,0,generic,0.241,0,0,0,0,0,0,1,route_miss
syn-054,no_memory_search,1,0,1,1,0.002,0.0,0.15,0,0,0,0,0,0,generic,0.241,0,0,0,0,0,0,1,route_miss
syn-056,no_memory_search,1,0,1,1,0.002,0.0,0.15,0,0,0,0,0,0,generic,0.241,0,0,0,0,0,0,1,route_miss
syn-058,no_memory_search,1,0,0,1,0.002,0.0,0.85,0,0,0,0,0,0,evidence_sparse,0.451,0,0,1,0,0,0,1,route_miss
syn-059,no_memory_search,1,0,0,1,0.002,0.0,0.85,0,0,0,0,0,0,evidence_sparse,0.451,0,0,1,0,0,0,1,route_miss
syn-062,no_memory_search,1,0,1,1,0.002,0.0,0.15,0,0,0,0,0,0,source_authority_sensitive+answer_shape_constrained,0.241,0,0,0,0,0,0,1,route_miss
syn-063,no_memory_search,1,0,1,1,0.002,0.0,0.15,0,0,0,0,0,0,source_authority_sensitive+answer_shape_constrained,0.241,0,0,0,0,0,0,1,route_miss
syn-001,policy_memory,1,1,0,1,0.002,0.0,1.0,1,0,0,0,0,1,freshness_sensitive+answer_shape_constrained+query_fragile+staleness_prone,2.196,1,0,1,0,0,0,1,ok
syn-002,policy_memory,1,1,0,1,0.002,0.0,1.0,1,0,0,0,0,1,freshness_sensitive+answer_shape_constrained+query_fragile+staleness_prone,2.196,1,0,1,0,0,0,1,ok
syn-005,policy_memory,1,1,0,1,0.002,0.0,1.0,1,0,0,0,0,1,freshness_sensitive+answer_shape_constrained+query_fragile+staleness_prone,2.196,1,0,1,0,0,0,1,ok
syn-008,policy_memory,1,1,0,1,0.002,0.0,1.0,1,0,0,0,0,1,freshness_sensitive+answer_shape_constrained+query_fragile+staleness_prone,2.196,1,0,1,0,0,0,1,ok
syn-011,policy_memory,1,1,0,1,0.002,0.0,1.0,1,0,0,0,0,1,freshness_sensitive,2.196,1,0,1,0,0,0,1,ok
syn-014,policy_memory,1,1,0,1,0.002,0.0,1.0,1,0,0,0,0,1,freshness_sensitive,2.196,1,0,1,0,0,0,1,ok
syn-016,policy_memory,1,1,0,1,0.002,0.0,1.0,1,0,0,0,0,1,freshness_sensitive,2.196,1,0,1,0,0,0,1,ok
syn-019,policy_memory,1,1,0,1,0.002,0.0,1.0,1,0,0,0,0,1,source_authority_sensitive,2.196,1,0,1,0,0,0,1,ok
syn-021,policy_memory,1,1,0,1,0.002,0.0,1.0,1,0,0,0,0,1,source_authority_sensitive,2.196,1,0,1,0,0,0,1,ok
syn-022,policy_memory,1,1,0,1,0.002,0.0,1.0,1,0,0,0,0,1,source_authority_sensitive,2.196,1,0,1,0,0,0,1,ok
syn-023,policy_memory,1,1,0,1,0.002,0.0,1.0,1,0,0,0,0,1,source_authority_sensitive,2.196,1,0,1,0,0,0,1,ok
syn-026,policy_memory,1,1,0,1,0.002,0.0,1.0,1,0,0,0,0,1,source_authority_sensitive,2.196,1,0,1,0,0,0,1,ok
syn-030,policy_memory,1,1,0,1,0.002,0.0,1.0,1,0,0,0,0,1,source_authority_sensitive,2.196,1,0,1,0,0,0,1,ok
syn-034,policy_memory,1,1,0,1,0.002,0.0,1.0,1,0,0,0,0,1,answer_shape_constrained,2.196,1,0,1,0,0,0,1,ok
syn-035,policy_memory,1,1,0,1,0.002,0.0,1.0,1,0,0,0,0,1,answer_shape_constrained,2.196,1,0,1,0,0,0,1,ok
syn-037,policy_memory,1,1,0,1,0.002,0.0,1.0,1,0,0,0,0,1,answer_shape_constrained,2.196,1,0,1,0,0,0,1,ok
syn-039,policy_memory,1,1,0,1,0.002,0.0,1.0,1,0,0,0,0,1,answer_shape_constrained,2.196,1,0,1,0,0,0,1,ok
syn-040,policy_memory,1,1,0,1,0.002,0.0,1.0,1,0,0,0,0,1,answer_shape_constrained,2.196,1,0,1,0,0,0,1,ok
syn-047,policy_memory,1,1,0,1,0.002,0.0,1.0,1,0,0,0,0,1,answer_shape_constrained,2.196,1,0,1,0,0,0,1,ok
syn-050,policy_memory,1,0,0,1,0.002,0.0,0.85,0,0,0,0,0,0,generic,0.451,0,0,1,0,0,0,1,route_miss
syn-051,policy_memory,1,0,0,1,0.002,0.0,0.85,0,0,0,0,0,0,generic,0.451,0,0,1,0,0,0,1,route_miss
syn-052,policy_memory,1,0,0,1,0.002,0.0,0.85,0,0,0,0,0,0,generic,0.451,0,0,1,0,0,0,1,route_miss
syn-054,policy_memory,1,0,0,1,0.002,0.0,0.85,0,0,0,0,0,0,generic,0.451,0,0,1,0,0,0,1,route_miss
syn-056,policy_memory,1,0,0,1,0.002,0.0,0.85,0,0,0,0,0,0,generic,0.451,0,0,1,0,0,0,1,route_miss
syn-058,policy_memory,1,0,1,1,0.002,0.0,0.15,0,0,0,0,0,0,evidence_sparse,0.241,0,0,0,0,0,0,1,route_miss
syn-059,policy_memory,1,0,1,1,0.002,0.0,0.15,0,0,0,0,0,0,evidence_sparse,0.241,0,0,0,0,0,0,1,route_miss
syn-062,policy_memory,1,1,0,1,0.002,0.0,1.0,1,0,0,0,0,1,source_authority_sensitive+answer_shape_constrained,2.196,1,0,1,0,0,0,1,ok
syn-063,policy_memory,1,1,0,1,0.002,0.0,1.0,1,0,0,0,0,1,source_authority_sensitive+answer_shape_constrained,2.196,1,0,1,0,0,0,1,ok
syn-001,random_memory,1,0,0,1,0.002,0.0,0.7,0,0,0,0,1,0,freshness_sensitive+answer_shape_constrained+query_fragile+staleness_prone,-0.194,0,0,1,0,0,0,1,stale_evidence
syn-002,random_memory,1,0,0,1,0.002,0.0,0.7,0,0,0,0,1,0,freshness_sensitive+answer_shape_constrained+query_fragile+staleness_prone,-0.194,0,0,1,0,0,0,1,stale_evidence
syn-005,random_memory,1,0,0,1,0.002,0.0,0.7,0,0,0,0,1,0,freshness_sensitive+answer_shape_constrained+query_fragile+staleness_prone,-0.194,0,0,1,0,0,0,1,stale_evidence
syn-008,random_memory,1,0,0,1,0.002,0.0,0.7,0,0,0,0,1,0,freshness_sensitive+answer_shape_constrained+query_fragile+staleness_prone,-0.194,0,0,1,0,0,0,1,stale_evidence
syn-011,random_memory,1,0,0,1,0.002,0.0,0.7,0,0,0,0,1,0,freshness_sensitive,-0.194,0,0,1,0,0,0,1,stale_evidence
syn-014,random_memory,1,0,0,1,0.002,0.0,0.7,0,0,0,0,1,0,freshness_sensitive,-0.194,0,0,1,0,0,0,1,stale_evidence
syn-016,random_memory,1,0,0,1,0.002,0.0,0.7,0,0,0,0,1,0,freshness_sensitive,-0.194,0,0,1,0,0,0,1,stale_evidence
syn-019,random_memory,1,0,1,1,0.002,0.0,0.15,0,0,0,0,0,0,source_authority_sensitive,0.241,0,0,0,0,0,0,1,route_miss
syn-021,random_memory,1,0,1,1,0.002,0.0,0.15,0,0,0,0,0,0,source_authority_sensitive,0.241,0,0,0,0,0,0,1,route_miss
syn-022,random_memory,1,0,1,1,0.002,0.0,0.15,0,0,0,0,0,0,source_authority_sensitive,0.241,0,0,0,0,0,0,1,route_miss
syn-023,random_memory,1,0,1,1,0.002,0.0,0.15,0,0,0,0,0,0,source_authority_sensitive,0.241,0,0,0,0,0,0,1,route_miss
syn-026,random_memory,1,0,1,1,0.002,0.0,0.15,0,0,0,0,0,0,source_authority_sensitive,0.241,0,0,0,0,0,0,1,route_miss
syn-030,random_memory,1,0,1,1,0.002,0.0,0.15,0,0,0,0,0,0,source_authority_sensitive,0.241,0,0,0,0,0,0,1,route_miss
syn-034,random_memory,1,1,0,1,0.002,0.0,1.0,1,0,0,0,0,1,answer_shape_constrained,2.196,1,0,1,0,0,0,1,ok
syn-035,random_memory,1,1,0,1,0.002,0.0,1.0,1,0,0,0,0,1,answer_shape_constrained,2.196,1,0,1,0,0,0,1,ok
syn-037,random_memory,1,1,0,1,0.002,0.0,1.0,1,0,0,0,0,1,answer_shape_constrained,2.196,1,0,1,0,0,0,1,ok
syn-039,random_memory,1,1,0,1,0.002,0.0,1.0,1,0,0,0,0,1,answer_shape_constrained,2.196,1,0,1,0,0,0,1,ok
syn-040,random_memory,1,1,0,1,0.002,0.0,1.0,1,0,0,0,0,1,answer_shape_constrained,2.196,1,0,1,0,0,0,1,ok
syn-047,random_memory,1,1,0,1,0.002,0.0,1.0,1,0,0,0,0,1,answer_shape_constrained,2.196,1,0,1,0,0,0,1,ok
syn-050,random_memory,1,0,1,1,0.002,0.0,0.15,0,0,0,0,0,0,generic,0.241,0,0,0,0,0,0,1,route_miss
syn-051,random_memory,1,0,1,1,0.002,0.0,0.15,0,0,0,0,0,0,generic,0.241,0,0,0,0,0,0,1,route_miss
syn-052,random_memory,1,0,1,1,0.002,0.0,0.15,0,0,0,0,0,0,generic,0.241,0,0,0,0,0,0,1,route_miss
syn-054,random_memory,1,0,1,1,0.002,0.0,0.15,0,0,0,0,0,0,generic,0.241,0,0,0,0,0,0,1,route_miss
syn-056,random_memory,1,0,1,1,0.002,0.0,0.15,0,0,0,0,0,0,generic,0.241,0,0,0,0,0,0,1,route_miss
syn-058,random_memory,1,0,1,1,0.002,0.0,0.15,0,0,0,0,0,0,evidence_sparse,0.241,0,0,0,0,0,0,1,route_miss
syn-059,random_memory,1,0,1,1,0.002,0.0,0.15,0,0,0,0,0,0,evidence_sparse,0.241,0,0,0,0,0,0,1,route_miss
syn-062,random_memory,1,1,0,1,0.002,0.0,1.0,1,0,0,0,0,1,source_authority_sensitive+answer_shape_constrained,2.196,1,0,1,0,0,0,1,ok
syn-063,random_memory,1,1,0,1,0.002,0.0,1.0,1,0,0,0,0,1,source_authority_sensitive+answer_shape_constrained,2.196,1,0,1,0,0,0,1,ok
syn-001,no_memory_search,3,0,0,3,0.006,0.0,0.4,0,0,0,0,1,0,freshness_sensitive+answer_shape_constrained+query_fragile+staleness_prone,-0.592,0,1,1,0,0,0,1,stale_evidence
syn-002,no_memory_search,3,0,0,3,0.006,0.0,0.4,0,0,0,0,1,0,freshness_sensitive+answer_shape_constrained+query_fragile+staleness_prone,-0.592,0,1,1,0,0,0,1,stale_evidence
syn-005,no_memory_search,3,0,0,3,0.006,0.0,0.4,0,0,0,0,1,0,freshness_sensitive+answer_shape_constrained+query_fragile+staleness_prone,-0.592,0,1,1,0,0,0,1,stale_evidence
syn-008,no_memory_search,3,0,0,3,0.006,0.0,0.4,0,0,0,0,1,0,freshness_sensitive+answer_shape_constrained+query_fragile+staleness_prone,-0.592,0,1,1,0,0,0,1,stale_evidence
syn-011,no_memory_search,3,0,0,3,0.006,0.0,0.4,0,0,0,0,1,0,freshness_sensitive,-0.592,0,1,1,0,0,0,1,stale_evidence
syn-014,no_memory_search,3,0,0,3,0.006,0.0,0.4,0,0,0,0,1,0,freshness_sensitive,-0.592,0,1,1,0,0,0,1,stale_evidence
syn-016,no_memory_search,3,0,0,3,0.006,0.0,0.4,0,0,0,0,1,0,freshness_sensitive,-0.592,0,1,1,0,0,0,1,stale_evidence
syn-019,no_memory_search,3,0,0,3,0.006,0.0,0.55,0,0,0,0,0,0,source_authority_sensitive,0.053,0,1,1,0,0,0,1,route_miss
syn-021,no_memory_search,3,0,0,3,0.006,0.0,0.55,0,0,0,0,0,0,source_authority_sensitive,0.053,0,1,1,0,0,0,1,route_miss
syn-022,no_memory_search,3,0,0,3,0.006,0.0,0.55,0,0,0,0,0,0,source_authority_sensitive,0.053,0,1,1,0,0,0,1,route_miss
syn-023,no_memory_search,3,0,0,3,0.006,0.0,0.55,0,0,0,0,0,0,source_authority_sensitive,0.053,0,1,1,0,0,0,1,route_miss
syn-026,no_memory_search,3,0,0,3,0.006,0.0,0.55,0,0,0,0,0,0,source_authority_sensitive,0.053,0,1,1,0,0,0,1,route_miss
syn-030,no_memory_search,3,0,0,3,0.006,0.0,0.55,0,0,0,0,0,0,source_authority_sensitive,0.053,0,1,1,0,0,0,1,route_miss
syn-034,no_memory_search,3,1,0,3,0.006,0.0,0.7,0,0,1,0,0,1,answer_shape_constrained,1.098,1,1,1,0,0,0,1,over_search
syn-035,no_memory_search,3,1,0,3,0.006,0.0,0.7,0,0,1,0,0,1,answer_shape_constrained,1.098,1,1,1,0,0,0,1,over_search
syn-037,no_memory_search,3,1,0,3,0.006,0.0,0.7,0,0,1,0,0,1,answer_shape_constrained,1.098,1,1,1,0,0,0,1,over_search
syn-039,no_memory_search,3,1,0,3,0.006,0.0,0.7,0,0,1,0,0,1,answer_shape_constrained,1.098,1,1,1,0,0,0,1,over_search
syn-040,no_memory_search,3,1,0,3,0.006,0.0,0.7,0,0,1,0,0,1,answer_shape_constrained,1.098,1,1,1,0,0,0,1,over_search
syn-047,no_memory_search,3,1,0,3,0.006,0.0,0.7,0,0,1,0,0,1,answer_shape_constrained,1.098,1,1,1,0,0,0,1,over_search
syn-050,no_memory_search,3,0,0,3,0.006,0.0,0.85,0,0,0,0,0,0,generic,0.443,0,0,1,0,0,0,1,route_miss
syn-051,no_memory_search,3,0,0,3,0.006,0.0,0.85,0,0,0,0,0,0,generic,0.443,0,0,1,0,0,0,1,route_miss
syn-052,no_memory_search,3,0,0,3,0.006,0.0,0.85,0,0,0,0,0,0,generic,0.443,0,0,1,0,0,0,1,route_miss
syn-054,no_memory_search,3,0,0,3,0.006,0.0,0.85,0,0,0,0,0,0,generic,0.443,0,0,1,0,0,0,1,route_miss
syn-056,no_memory_search,3,0,0,3,0.006,0.0,0.85,0,0,0,0,0,0,generic,0.443,0,0,1,0,0,0,1,route_miss
syn-058,no_memory_search,3,0,0,3,0.006,0.0,0.85,0,0,0,0,0,0,evidence_sparse,0.443,0,0,1,0,0,0,1,route_miss
syn-059,no_memory_search,3,0,0,3,0.006,0.0,0.85,0,0,0,0,0,0,evidence_sparse,0.443,0,0,1,0,0,0,1,route_miss
syn-062,no_memory_search,3,0,0,3,0.006,0.0,0.7,0,0,0,0,0,1,source_authority_sensitive+answer_shape_constrained,0.098,1,1,1,0,0,0,1,answer_extraction_miss
syn-063,no_memory_search,3,0,0,3,0.006,0.0,0.7,0,0,0,0,0,1,source_authority_sensitive+answer_shape_constrained,0.098,1,1,1,0,0,0,1,answer_extraction_miss
syn-001,policy_memory,3,1,0,3,0.006,0.0,0.7,1,0,1,0,0,1,freshness_sensitive+answer_shape_constrained+query_fragile+staleness_prone,1.398,1,1,1,0,0,0,1,over_search
syn-002,policy_memory,3,1,0,3,0.006,0.0,0.7,1,0,1,0,0,1,freshness_sensitive+answer_shape_constrained+query_fragile+staleness_prone,1.398,1,1,1,0,0,0,1,over_search
syn-005,policy_memory,3,1,0,3,0.006,0.0,0.7,1,0,1,0,0,1,freshness_sensitive+answer_shape_constrained+query_fragile+staleness_prone,1.398,1,1,1,0,0,0,1,over_search
syn-008,policy_memory,3,1,0,3,0.006,0.0,0.7,1,0,1,0,0,1,freshness_sensitive+answer_shape_constrained+query_fragile+staleness_prone,1.398,1,1,1,0,0,0,1,over_search
syn-011,policy_memory,3,1,0,3,0.006,0.0,0.7,1,0,1,0,0,1,freshness_sensitive,1.398,1,1,1,0,0,0,1,over_search
syn-014,policy_memory,3,1,0,3,0.006,0.0,0.7,1,0,1,0,0,1,freshness_sensitive,1.398,1,1,1,0,0,0,1,over_search
syn-016,policy_memory,3,1,0,3,0.006,0.0,0.7,1,0,1,0,0,1,freshness_sensitive,1.398,1,1,1,0,0,0,1,over_search
syn-019,policy_memory,3,1,0,3,0.006,0.0,0.7,1,0,1,0,0,1,source_authority_sensitive,1.398,1,1,1,0,0,0,1,over_search
syn-021,policy_memory,3,1,0,3,0.006,0.0,0.7,1,0,1,0,0,1,source_authority_sensitive,1.398,1,1,1,0,0,0,1,over_search
syn-022,policy_memory,3,1,0,3,0.006,0.0,0.7,1,0,1,0,0,1,source_authority_sensitive,1.398,1,1,1,0,0,0,1,over_search
syn-023,policy_memory,3,1,0,3,0.006,0.0,0.7,1,0,1,0,0,1,source_authority_sensitive,1.398,1,1,1,0,0,0,1,over_search
syn-026,policy_memory,3,1,0,3,0.006,0.0,0.7,1,0,1,0,0,1,source_authority_sensitive,1.398,1,1,1,0,0,0,1,over_search
syn-030,policy_memory,3,1,0,3,0.006,0.0,0.7,1,0,1,0,0,1,source_authority_sensitive,1.398,1,1,1,0,0,0,1,over_search
syn-034,policy_memory,3,1,0,3,0.006,0.0,0.7,1,0,1,0,0,1,answer_shape_constrained,1.398,1,1,1,0,0,0,1,over_search
syn-035,policy_memory,3,1,0,3,0.006,0.0,0.7,1,0,1,0,0,1,answer_shape_constrained,1.398,1,1,1,0,0,0,1,over_search
syn-037,policy_memory,3,1,0,3,0.006,0.0,0.7,1,0,1,0,0,1,answer_shape_constrained,1.398,1,1,1,0,0,0,1,over_search
syn-039,policy_memory,3,1,0,3,0.006,0.0,0.7,1,0,1,0,0,1,answer_shape_constrained,1.398,1,1,1,0,0,0,1,over_search
syn-040,policy_memory,3,1,0,3,0.006,0.0,0.7,1,0,1,0,0,1,answer_shape_constrained,1.398,1,1,1,0,0,0,1,over_search
syn-047,policy_memory,3,1,0,3,0.006,0.0,0.7,1,0,1,0,0,1,answer_shape_constrained,1.398,1,1,1,0,0,0,1,over_search
syn-050,policy_memory,3,1,0,3,0.005,0.0,0.7,0,0,0,0,0,1,generic,1.3,1,1,1,0,0,0,1,ok
syn-051,policy_memory,3,1,0,3,0.005,0.0,0.7,0,0,0,0,0,1,generic,1.3,1,1,1,0,0,0,1,ok
syn-052,policy_memory,3,1,0,3,0.005,0.0,0.7,0,0,0,0,0,1,generic,1.3,1,1,1,0,0,0,1,ok
syn-054,policy_memory,3,1,0,3,0.005,0.0,0.7,0,0,0,0,0,1,generic,1.3,1,1,1,0,0,0,1,ok
syn-056,policy_memory,3,1,0,3,0.005,0.0,0.7,0,0,0,0,0,1,generic,1.3,1,1,1,0,0,0,1,ok
syn-058,policy_memory,3,0,1,3,0.006,0.0,0.15,0,0,0,0,0,0,evidence_sparse,0.233,0,0,0,0,0,0,1,route_miss
syn-059,policy_memory,3,0,1,3,0.006,0.0,0.15,0,0,0,0,0,0,evidence_sparse,0.233,0,0,0,0,0,0,1,route_miss
syn-062,policy_memory,3,0,0,3,0.006,0.0,0.7,1,0,0,0,0,1,source_authority_sensitive+answer_shape_constrained,0.398,1,1,1,0,0,0,1,answer_extraction_miss
syn-063,policy_memory,3,0,0,3,0.006,0.0,0.7,1,0,0,0,0,1,source_authority_sensitive+answer_shape_constrained,0.398,1,1,1,0,0,0,1,answer_extraction_miss
syn-001,random_memory,3,0,0,3,0.006,0.0,0.4,0,0,0,0,1,0,freshness_sensitive+answer_shape_constrained+query_fragile+staleness_prone,-0.592,0,1,1,0,0,0,1,stale_evidence
syn-002,random_memory,3,0,0,3,0.006,0.0,0.4,0,0,0,0,1,0,freshness_sensitive+answer_shape_constrained+query_fragile+staleness_prone,-0.592,0,1,1,0,0,0,1,stale_evidence
syn-005,random_memory,3,0,0,1,0.002,0.0,0.7,0,1,0,1,1,0,freshness_sensitive+answer_shape_constrained+query_fragile+staleness_prone,-0.194,0,0,1,0,0,0,1,stop_too_early
syn-008,random_memory,3,0,0,3,0.006,0.0,0.4,0,0,0,0,1,0,freshness_sensitive+answer_shape_constrained+query_fragile+staleness_prone,-0.592,0,1,1,0,0,0,1,stale_evidence
syn-011,random_memory,3,0,0,1,0.002,0.0,0.7,0,1,0,1,1,0,freshness_sensitive,-0.194,0,0,1,0,0,0,1,stop_too_early
syn-014,random_memory,3,0,0,1,0.002,0.0,0.7,0,1,0,1,1,0,freshness_sensitive,-0.194,0,0,1,0,0,0,1,stop_too_early
syn-016,random_memory,3,0,0,1,0.002,0.0,0.7,0,1,0,1,1,0,freshness_sensitive,-0.194,0,0,1,0,0,0,1,stop_too_early
